margin,"минимум, нижняя грань, предел"
ancestor,предок
grab,внезапно схватывать
warrant,"полномочие, ордер, гарантировать"
enable,"давать возможность, делать возможным"
weight,"вес, тяжесть, груз"
probability,вероятность
ailing,больной
additions,Дополнения
disposal,"вручение, право распоряжаться"
I,я
he,он
she,она
this,"этот, это"
they,они
IT,"это, он, она (для предметов и животных)"
persian,персидский (TR!)
constraint,ограничение (TR!)
exposure,подвергание (TR!)
major,"специализироваться, главный"
institution,учреждение
submit,подчиняться
issue,"выпуск, издание, выпускать"
challenge,"вызывать, вызов"
option,выбор
improvement,улучшение
unique,уникальный (TR!)
raising,воспитание
duty,"долг, обязанность, пошлина"
toward,"к, на"
public,общественный (не social)
assist,"помочь, помогать"
obligation,обязательство
comply,"уступать, соглашаться"
furthermore,кроме того
assistance,помощь
prize,приз
society,общество
money,деньги
service,"сервис, обслуживание"
time,время
world,"мир, свет"
Monday,понедельник
Tuesday,вторник
Wednesday,среда
Thursday,четверг
Friday,пятница
Saturday,суббота
Sunday,воскресенье
color,цвет (TR!)
sex,пол
adult,взрослый
rack,полка для багажа над сиденьем
dough,тесто
surname,фамилия
postcard,почтовая открытка
camera,фотоаппарат
stamp,"марка, печать, штемпелевать"
Russia,россия
horrible,ужасный
young,молодой
we,мы
him,"его, ему"
its,"его, ее (от it)"
these,"эти, это"
those,"тот, та, то, те"
us,"нас, нам"
un,оон (TR!)
pinch,"щипать, прищемить, щипок"
harness,"упряжь, запрягать"
whose,чей
how,как
receipt,квитанция
obtain,добиваться
query,"вопрос, спрашивать"
booking,продажа билетов
lighting,освещение
heating,отопление
volume,"объем, громкость"
allocation,"распределение, назначение"
assembly,"собрание, ассамблея"
finishing,завершение
storage,хранение
arbitrary,произвольный
feminine,"женский, женского рода (грам.)"
complex,"сложный, составной, комплексный"
brave,"храбрый, смелый"
intelligent,умный
polite,"любезный, вежливый"
accurate,"точный, правильный"
helpful,полезный
original,"оригинал, первоначальный"
sympathetic,сочувственный
educated,образованный
greedy,жадный
pleasant,приятный
arguments,аргументы(споры) (TR!)
considerate,"внимательный (к другим), чуткий"
obedient,послушный
courageous,"смелый, отважный"
if,если
respectful,почтительный
first,первый
towards,"к, в направлении"
relationship,родственные связи
spend,тратить
exhaust,"исчерпывать, истощать, выхлоп (тех.)"
myself,"себя, меня самого, себе, сам"
past,"после, за"
flowerbed,клумба
disbelief,недоверие
brilliance,"блеск, великолепие, яркость (не brightness)"
genius,гений
intelligence,интеллект
disabled,"искалеченный, выведенный из строя"
extraordinary,необычный
frantic,неистовый
ingenious,"изобретательный, остроумный, находчивый"
malicious,злобный
reluctant,"делающий что-либо с большой неохотой, по принуждению; сопротивляющийся"
praise,хвалить
smart,изящный (не grace)
external,наружный
specification,спецификация (TR!)
ought,долженствование
niche,ниша
display,"показ, выставка"
mainly,главным образом
convinced,убежденный
ambulance,"полевой госпиталь, карета скорой помощи"
arrest,"арестовывать, арест"
bleeding,кровотечение (TR!)
breath,дыхание
breathing,дыхание
crash,"потерпеть крах, потерпеть крушение"
emergency,крайняя необходимость
glad,рад
pulse,"пульс, пульсировать"
urgent,"крайне необходимый, срочный"
warning,предупреждение
camp,лагерь
choice,выбор ( не choose)
dead,мертвый
deputy,"депутат, делегат"
incident,инцидент
nowadays,в наше время
outlaw,"человек вне закона, изгнанник"
steal,(с)воровать
suspicious,подозрительный
weapon,оружие
interested,"заинтересованный, интересующийся (от interest)"
extremely,крайне
protect,"защищать, предохранять"
too,"слишком, тоже"
exhausted,изнуренный
tired,усталый (от tire)
enamel,"эмаль, глазурь"
pulp,"мякоть, бумажная масса"
cavity,"впадина, полость"
toothache,зубная боль
crown,корона
elastic,"эластичный, упругий, резинка"
discretion,свобода действий; свободный выбор
substitute,заместитель
candle,свеча
like,"любить, нравиться, похожий, подобный"
life,жизнь
peace,мир
clever,умный
characteristic,особенность
exclaim,восклицать
largely,обильно
exact,точный
person,"человек, особа, лицо, личность"
feet,"ноги, ступни"
mice,мыши
lustre,"блеск, лоск, глянец, люстра"
unfortunately,"к несчастью, к сожалению"
therefore,"поэтому, следовательно"
cheque,банковский чек
weather,погода
due,"должный, обязанный"
currently,в настоящее время (TR!)
try,"пробовать, пытаться"
physician,врач
inherited,унаследованный (TR!)
merit,достоинство
forbidden,запрещенным (TR!)
equality,"равенство, равноправие"
unfair,несправедливый
neglect,пренебрегать
prolong,продлевать
terminate,кончать(ся)
opt,выбирать
rigid,жесткий (не tough)
exploit,эксплуатировать
distract,отвлекать
awkward,неуклюжий
principal,"главный, основной, важнейший"
breach,"брешь, пробивать брешь"
pattern,модель
confusion,смущение
random,"случайный, беспорядочный"
confirm,"подтверждать, утверждать"
credit,кредит
maturity,зрелость
yield,приносить
alternate,переменный
batch,"выпечка, партия, группа"
threshold,порог
allowance,"дозволение, допущение (allowance)"
coast,побережье
historical,исторический
rainy,дождливый
sunny,солнечный
traditional,традиционный
excited,"взволнованный, возбуждённый"
group,группа
quickly,быстро
trap,"ловушка, западня"
buzzer,(фабричный) гудок
quiz,"опрос, проверять знания"
bitter,"горький, мучительный"
packet,пакет (не bundle)
pool,"пруд, бассейн"
typical,типичный
belongings,"вещи, пожитки"
fortunate,счастливый
condition,условие
outside,"снаружи, наружный"
contain,"содержать, сдерживать"
optional,дополнительный (TR!)
summary,"конспект, суммарный"
consistent,"совместимый, согласующийся (не compatible)"
compare,сравнивать
per,в
pipe,труба (не tube)
vary,"отличаться, расходиться"
weigh,"взвешивать, весить"
requirement,требование
revenue,доход
asset,имущество
widow,вдова
kind,"добрый, вид, род"
hardworking,трудолюбивый
nervous,нервный
calm,успокаивать
noisy,шумный
beautiful,красивый
stupid,глупый
silly,глупый
rude,"грубый, резкий, невоспитанный"
joyful,"радостный, довольный"
cheerful,"жизнерадостный, веселый"
ambitious,честолюбивый
neat,"чистый, опрятный"
dad,"папа, отец"
mummy,мумия (TR!)
neighbour,сосед
change,"мелкие деньги, сдача, менять, пересаживаться"
lift,"поднимать, подъемник, лифт"
reach,достигать
such,такой
useful,полезный
without,без
ran,"бежал, убежавший (от run)"
terrific,"потрясающий, ужасающий"
thoroughly,тщательно
tiny,крошечный
nasty,"скверный, плохой"
amazing,удивительный
magnificent,великолепный
excellent,"превосходный, отличный"
sob,рыдание
creak,"скрип, скрипеть"
rustle,"шелест, шорох, шелестеть, шуршать"
cruel,"жестокий, беспощадный"
bang,"ударять, хлопать (дверью и т.п.)"
crackle,"хрустеть, потрескивать"
flash,"вспышка, сверкать"
howl,"выть, вой (не wail)"
twinkle,"мерцать, сверкать, мигать, мелькать"
wail,"вопль, вой, вопить, выть"
blazing,сверкание
interference,вмешательство
suspense,неизвестность
tremble,"дрожать, дрожь"
mud,грязь
unexpected,неожиданный
dull,скучный
glowing,пылающий
revive,оживать
deserved,заслуженный ((!NEW!))
struggling,борьба (TR!)
reluctantly,неохотно (не unwillingly)
farm,ферма
peculiar,особенный
sound,"звук, звучать, играть"
smell,запах
spit,"плеваться, фыркать"
movement,движение
hundred,сто
conventional,"обычный, обусловленный"
vow,"обет, клятва"
proclamation,"воззвание, прокламация"
tempt,искушать
inevitable,неизбежный
hire,взять напрокат
fund,фонд
title,"заглавие, титул"
headquarters,штаб
output,"выпуск, продукция"
employment,"служба, занятие (не occupation, profession)"
spread,распространяться
fix,"починить, наладить, назначить"
loud,громкий
yawn,"зевать, зевота"
loss,"потеря, утрата"
accuracy,"точность, аккуратность"
error,ошибка
fraud,"обман, фальшивка"
component,компонент
